frequency,recency,monetary,clusters
2,33,1174.18,1
2,116,220.92,1
2,115,348.42,1
2,469,284.56,1
2,452,194.76,1
2,109,717.76,1
2,267,477.44,1
2,35,425.12,1
2,498,181.84,1
2,70,519.2,1
2,14,268.56,1
2,357,244.2,1
2,307,579.58,1
2,148,944.85,1
2,353,216.0,1
2,271,98.72,1
2,446,341.36,1
2,468,649.76,1
2,276,320.98,1
2,344,298.84,1
2,84,493.64,1
2,567,283.72,1
2,299,582.64,1
2,64,407.58,1
2,316,132.34,1
2,208,366.74,1
2,322,892.72,1
2,112,384.52,1
2,293,478.1,1
2,54,9618.88,1
2,279,125.88,1
2,193,126.4,1
2,282,1823.24,1
2,502,616.56,1
2,39,413.08,1
2,111,697.58,1
2,75,385.32,1
2,238,152.04,1
2,68,201.36,1
2,184,484.69,1
2,174,483.81000000000006,1
2,447,225.68,1
2,121,543.84,1
2,553,298.8,1
2,369,1935.4,1
2,151,658.84,1
2,287,266.74,1
2,67,794.88,1
2,6,1021.92,1
2,134,864.2,1
2,482,1252.44,1
2,338,293.36,1
2,70,386.76,1
2,193,385.04,1
2,32,567.8399999999999,1
2,323,311.4,1
2,123,192.88,1
2,148,828.16,1
2,267,152.56,1
2,15,186.36,1
2,203,176.06,1
2,540,264.68,1
2,337,134.72,1
2,284,142.6,1
2,29,332.08,1
2,206,256.44,1
2,413,865.8599999999999,1
2,525,234.48,1
2,47,1475.92,1
2,52,273.6,1
2,187,634.52,1
2,69,353.44,1
2,299,270.24,1
2,418,190.36,1
2,211,592.64,1
2,283,266.68,1
2,479,779.64,1
2,403,168.56,1
2,278,451.76,1
2,174,116.06,1
2,149,218.2,1
2,472,249.67000000000002,1
2,102,319.08,1
2,35,382.56,1
2,132,228.22,1
2,284,126.76,1
2,350,115.0,1
2,326,827.48,1
2,576,568.12,1
2,283,266.68,1
2,44,121.12,1
2,99,245.79999999999998,1
2,30,79.56,1
2,224,530.24,1
2,417,500.04,1
2,32,197.96,1
2,283,253.08,1
2,155,510.56,1
2,68,348.7,1
2,360,277.64,1
2,403,227.39999999999998,1
2,127,215.6,1
2,107,119.08,1
2,445,548.12,1
2,236,887.16,1
2,430,840.1,1
2,174,207.4,1
2,469,236.76,1
2,407,538.34,1
2,231,250.72,1
2,164,358.84000000000003,1
2,188,280.12,1
2,28,89.16,1
2,141,236.84,1
2,470,156.96,1
2,18,267.8,1
2,564,669.6,1
2,244,211.98,1
2,282,317.4,1
2,133,518.66,1
2,93,306.39,1
2,340,180.44,1
2,45,120.88,1
2,234,512.28,1
2,280,140.12,1
2,259,326.22,1
2,178,268.92,1
2,470,136.36,1
2,294,1720.8,1
2,217,581.36,1
2,365,864.64,1
2,113,408.24,1
2,256,480.18,1
2,354,348.72,1
2,110,345.4,1
2,43,158.14,1
2,82,325.5,1
2,91,314.88,1
2,142,399.56,1
2,229,248.68,1
2,38,318.44,1
2,117,227.72,1
2,45,486.28,1
2,135,449.74,1
2,140,170.88,1
2,467,87.0,1
2,152,268.24,1
2,142,329.32,1
2,284,152.4,1
2,251,232.4,1
2,345,592.64,1
2,84,288.28,1
2,216,107.32,1
2,328,608.76,1
2,137,198.2,1
2,286,248.04,1
2,231,437.28,1
2,123,515.88,1
2,133,506.56,1
2,426,356.83,1
2,62,322.12,1
2,74,470.52,1
2,225,138.76,1
2,169,191.52,1
2,62,510.88,1
2,148,378.44,1
2,485,196.4,1
2,539,643.38,1
2,182,146.88,1
2,245,106.48,1
2,236,521.68,1
2,458,251.04,1
2,112,468.78,1
2,80,221.52,1
2,93,455.36,1
2,497,143.44,1
2,248,1047.8,1
2,163,194.44,1
2,419,335.02,1
2,112,1100.24,1
2,131,318.42,1
2,15,757.68,1
2,132,232.88,1
2,144,194.88,1
2,314,212.38,1
2,598,100.04,1
2,131,416.96,1
2,162,486.4,1
2,39,615.76,1
2,214,270.0,1
2,113,473.0,1
2,230,356.2,1
2,166,391.2,1
2,138,1261.07,1
2,216,306.78,1
2,14,256.8,1
2,370,318.15999999999997,1
2,109,307.44,1
2,244,80.22,1
2,304,310.28,1
2,112,723.64,1
2,109,311.36,1
2,135,506.72,1
2,418,186.76,1
2,17,337.84,1
2,70,211.56,1
2,394,264.04,1
2,279,501.0,1
2,552,336.2,1
2,274,359.88,1
2,85,281.4,1
2,31,74.97,1
2,393,3013.36,1
2,517,208.24,1
2,232,236.2,1
2,266,145.4,1
2,125,271.32,1
2,169,146.76,1
2,335,147.12,1
2,26,281.52,1
2,415,920.36,1
2,40,217.48,1
2,173,232.88,1
2,155,569.98,1
2,229,990.24,1
2,698,163.8,1
2,121,335.0,1
2,50,270.12,1
2,238,816.2,1
2,466,216.0,1
2,40,572.84,1
2,241,250.28,1
2,51,283.88,1
2,308,5826.94,1
2,165,755.0,1
2,187,577.12,1
2,146,859.81,1
2,451,203.84,1
2,210,170.48,1
2,226,184.2,1
2,111,969.3,1
2,426,529.32,1
2,12,672.1,1
2,96,140.92,1
2,387,690.98,1
2,309,204.4,1
2,278,559.92,1
2,113,1043.12,1
2,577,2094.64,1
2,24,292.8,1
2,192,300.28,1
2,56,652.76,1
2,277,99.36,1
2,19,96.76,1
2,517,773.3,1
2,590,553.68,1
2,339,334.68,1
2,270,436.64,1
2,41,495.0,1
2,356,310.28,1
2,61,464.28,1
2,370,1870.72,1
2,28,233.48,1
2,306,190.36,1
2,546,301.72,1
2,539,234.48,1
2,456,176.0,1
2,33,492.88,1
2,170,210.76,1
2,491,316.38,1
2,141,452.44,1
2,91,305.61,1
2,405,196.36,1
2,284,212.4,1
2,316,672.72,1
2,18,209.36,1
2,447,148.4,1
2,361,504.14,1
2,132,341.28,1
2,216,164.56,1
2,573,429.08,1
2,403,716.56,1
2,225,289.8,1
2,44,171.08,1
2,314,228.36,1
2,235,189.68,1
2,315,682.36,1
2,144,1074.36,1
2,497,95.8,1
2,313,396.8,1
2,195,214.04,1
2,488,435.8,1
2,563,820.2,1
2,164,242.34,1
2,178,292.64,1
2,284,706.84,1
2,360,553.48,1
2,164,250.76,1
2,87,146.92,1
2,223,414.2,1
2,309,776.34,1
2,79,784.62,1
2,173,899.48,1
2,481,4034.16,1
2,295,119.08,1
2,174,543.72,1
2,189,336.12,1
2,75,405.52,1
2,28,3371.82,1
2,390,210.0,1
2,537,770.6,1
2,47,110.92,1
2,314,281.82,1
2,166,81.52,1
2,525,115.8,1
2,14,1196.5,1
2,280,449.68,1
2,28,325.74,1
2,561,190.84,1
2,126,577.8,1
2,269,314.6,1
2,37,577.36,1
2,141,279.6,1
2,13,800.4,1
2,274,860.56,1
2,78,1029.04,1
2,174,751.04,1
2,269,203.56,1
2,407,346.14,1
2,281,437.6,1
2,356,152.6,1
2,169,508.88,1
2,122,373.64,1
2,281,656.28,1
2,189,290.05999999999995,1
2,287,318.24,1
2,349,202.12,1
2,290,508.04,1
2,86,275.12,1
2,376,243.98,1
2,286,809.76,1
2,194,276.12,1
2,427,305.88,1
2,212,91.0,1
2,273,347.3,1
2,241,273.88,1
2,338,570.43,1
2,65,159.0,1
2,239,882.32,1
2,239,445.25,1
2,10,162.74,1
2,412,310.28,1
2,105,366.0,1
2,250,165.16,1
2,503,461.56,1
2,99,610.0,1
2,113,357.44,1
2,558,826.68,1
2,406,551.96,1
2,402,173.79999999999998,1
2,175,134.16,1
2,393,293.36,1
2,162,356.72,1
2,292,144.04,1
2,283,266.68,1
2,134,918.24,1
2,294,333.66,1
2,289,274.94,1
2,549,179.2,1
2,68,368.72,1
2,197,272.48,1
2,276,817.72,1
2,66,364.92,1
2,14,112.18,1
2,144,253.12,1
2,306,119.0,1
2,390,296.4,1
2,162,945.0,1
2,338,320.64,1
2,186,468.16,1
2,203,1148.52,1
2,109,294.72,1
2,442,100.0,1
2,370,1038.58,1
2,420,498.18,1
2,189,220.4,1
2,327,379.96,1
2,67,634.96,1
2,414,719.12,1
2,71,230.88,1
2,66,281.65999999999997,1
2,487,573.8,1
2,229,128.0,1
2,199,163.36,1
2,128,408.36,1
2,536,620.2,1
2,184,472.34,1
2,312,304.08,1
2,95,957.38,1
2,166,283.0,1
2,152,132.16,1
2,211,214.72,1
2,120,969.72,1
2,336,735.2,1
2,308,406.84,1
2,266,258.4,1
2,92,268.64,1
2,197,156.14,1
2,190,240.0,1
2,82,530.97,1
2,402,189.52,1
2,218,428.76,1
2,544,184.8,1
2,197,104.92,1
2,186,396.56,1
2,23,898.96,1
2,280,435.6,1
2,17,465.70000000000005,1
2,132,641.92,1
2,385,298.88,1
2,267,583.08,1
2,228,338.86,1
2,58,1415.44,1
2,287,506.04,1
2,100,318.2,1
2,152,264.6,1
2,323,277.32,1
2,284,468.4,1
2,347,293.36,1
2,471,293.36,1
2,526,125.68,1
2,116,630.68,1
2,63,238.54,1
2,371,203.2,1
2,356,390.96,1
2,291,637.65,1
2,93,946.72,1
2,9,838.9000000000001,1
2,496,319.04,1
2,38,823.96,1
2,141,820.72,1
2,41,149.48,1
2,103,3467.4,1
2,321,1213.36,1
2,244,184.04,1
2,152,64.76,1
2,150,273.18,1
2,264,750.6,1
2,461,330.0,1
2,294,383.86,1
2,87,531.76,1
2,250,253.08,1
2,380,245.94,1
2,191,424.36,1
2,206,375.21,1
2,132,563.74,1
2,115,267.04,1
2,161,284.24,1
2,70,187.56,1
2,231,233.44,1
2,380,949.84,1
2,126,1070.8,1
2,581,951.92,1
2,403,761.88,1
2,28,244.98,1
2,293,405.4,1
2,177,252.96,1
2,424,852.12,1
2,92,297.36,1
2,455,145.3,1
2,533,114.48,1
2,279,457.72,1
2,307,828.9,1
2,535,598.68,1
2,19,306.32,1
2,139,211.88,1
2,300,300.32,1
2,98,229.04,1
2,46,422.12,1
2,10,93.16,1
2,335,586.72,1
2,195,172.4,1
2,49,74.94,1
2,230,154.88,1
2,155,348.32,1
2,167,222.68,1
2,293,578.42,1
2,48,122.76,1
2,104,422.48,1
2,14,126.78,1
2,45,420.02,1
2,368,384.88,1
2,284,769.16,1
2,199,306.64,1
2,551,294.9,1
2,267,558.92,1
2,107,261.68,1
2,133,335.36,1
2,389,306.28,1
2,37,419.98,1
2,459,192.0,1
2,409,354.24,1
2,78,813.2,1
2,149,212.72,1
2,211,827.66,1
2,432,276.12,1
2,396,1022.76,1
2,15,504.76,1
2,209,287.64,1
2,364,366.64,1
2,498,975.28,1
2,308,312.1,1
2,109,499.04,1
2,91,679.6,1
2,220,371.18,1
2,29,823.2,1
2,253,689.24,1
2,168,359.64,1
2,76,426.0,1
2,344,1259.68,1
2,266,669.96,1
2,200,467.66,1
2,341,337.32,1
2,84,735.08,1
2,267,665.16,1
2,305,457.74,1
2,348,167.12,1
2,218,253.08,1
2,15,636.86,1
2,264,128.44,1
2,261,196.37,1
2,364,375.85,1
2,145,309.16,1
2,275,356.0,1
2,154,135.52,1
2,106,356.76,1
2,249,1016.04,1
2,393,175.6,1
2,104,251.16,1
2,364,222.38,1
2,22,269.76,1
2,196,98.88,1
2,16,341.74,1
2,466,103.32,1
2,373,72.68,1
2,18,427.44,1
2,15,1907.42,1
2,221,586.76,1
2,516,246.92,1
2,135,640.56,1
2,283,490.88,1
2,198,273.2,1
2,72,869.96,1
2,454,159.72,1
2,367,211.79000000000002,1
2,333,240.44,1
2,241,229.72,1
2,279,200.0,1
2,71,202.54,1
2,112,317.76,1
2,457,425.52,1
2,497,101.68,1
2,119,164.32,1
2,168,111.16,1
2,320,191.04,1
2,198,522.92,1
2,233,94.72,1
2,544,460.08,1
2,22,473.4,1
2,209,347.32,1
2,39,495.4,1
2,403,252.4,1
2,557,599.92,1
2,229,98.34,1
2,16,492.88,1
2,91,503.08,1
2,136,400.78,1
2,229,152.04,1
2,597,216.24,1
2,432,174.6,1
2,575,94.4,1
2,283,255.72,1
2,391,141.52,1
2,71,408.0,1
2,174,287.36,1
2,545,156.52,1
2,160,468.78,1
2,49,533.88,1
2,411,100.4,1
2,282,480.72,1
2,137,180.88,1
2,421,307.04,1
2,207,386.88,1
2,111,272.52,1
2,284,380.88,1
2,273,226.08,1
2,453,307.96,1
2,185,222.4,1
2,122,243.43,1
2,223,1139.89,1
2,235,323.54,1
2,42,639.76,1
2,434,366.64,1
2,176,114.14,1
2,343,220.0,1
2,161,329.32,1
2,439,226.0,1
2,21,137.96,1
2,55,1008.08,1
2,592,1502.1,1
2,121,235.68,1
2,240,1599.88,1
2,218,104.36,1
2,75,368.49,1
2,43,504.76,1
2,137,232.92,1
2,17,312.76,1
2,215,135.0,1
2,225,530.24,1
2,281,499.52,1
2,22,339.98,1
2,328,171.98,1
2,268,540.32,1
2,476,230.56,1
2,358,657.08,1
2,75,326.88,1
2,242,464.0,1
2,378,1430.34,1
2,282,459.48,1
2,370,285.78,1
2,306,1791.86,1
2,413,868.52,1
2,125,535.0,1
2,399,449.66,1
2,475,106.72,1
2,191,103.12,1
2,228,160.9,1
2,296,72.68,1
2,161,200.72,1
2,145,503.96,1
2,370,397.18,1
2,217,1485.5600000000002,1
2,148,180.88,1
2,26,232.68,1
2,251,304.32,1
2,86,900.56,1
2,139,511.2,1
2,270,247.0,1
2,403,214.0,1
2,386,711.52,1
2,298,310.28,1
2,480,147.0,1
2,284,888.08,1
2,32,354.48,1
2,191,585.84,1
2,113,349.44,1
2,497,197.68,1
2,384,3124.76,1
2,459,439.48,1
2,36,437.56,1
2,373,136.32,1
2,467,122.4,1
2,237,230.0,1
2,11,173.08,1
2,173,130.76,1
2,179,1150.71,1
2,105,772.6800000000001,1
2,200,282.88,1
2,106,712.12,1
2,236,681.0,1
2,222,174.84,1
2,315,767.96,1
2,120,141.52,1
2,303,1298.4,1
2,539,493.0,1
2,134,170.47,1
2,116,188.96,1
2,135,882.8399999999999,1
2,482,202.56,1
2,469,669.73,1
2,390,461.04,1
2,469,394.94,1
2,201,779.96,1
2,125,392.64,1
2,49,477.12,1
2,280,218.52,1
2,117,234.14,1
2,89,294.36,1
2,384,293.36,1
2,266,352.32,1
2,275,224.5,1
2,198,295.36,1
2,137,296.32,1
2,111,432.36,1
2,451,226.76,1
2,274,96.68,1
2,285,1002.88,1
2,407,479.36,1
2,450,176.4,1
2,406,320.8,1
2,182,324.18,1
2,135,272.52,1
2,47,208.16,1
2,359,669.96,1
2,467,559.48,1
2,492,155.44,1
2,183,721.78,1
2,494,302.12,1
2,312,332.66,1
2,38,793.04,1
2,392,293.36,1
2,184,368.6,1
2,118,543.28,1
2,96,184.88,1
2,264,743.4,1
2,129,669.18,1
2,40,195.72,1
2,191,93.08,1
2,242,335.6,1
2,135,260.18,1
2,175,224.53000000000003,1
2,144,128.92,1
2,483,287.48,1
2,224,1343.7,1
2,51,233.48,1
2,508,177.48,1
2,268,345.62,1
2,34,777.76,1
2,211,708.4,1
2,526,190.2,1
2,215,129.52,1
2,544,236.04,1
2,554,102.04,1
2,488,217.68,1
2,199,192.52,1
2,158,164.86,1
2,176,252.64,1
2,192,336.12,1
2,360,194.7,1
2,178,67.12,1
2,111,726.44,1
2,293,443.84,1
2,500,438.92,1
2,442,722.4,1
2,100,167.12,1
2,157,304.66,1
2,538,404.52,1
2,399,318.8,1
2,270,566.12,1
2,411,293.36,1
2,83,737.92,1
2,547,322.12,1
2,509,161.68,1
2,389,137.4,1
2,127,930.16,1
2,242,292.12,1
2,284,303.6,1
2,166,151.02,1
2,112,180.52,1
2,285,731.56,1
2,157,475.81,1
2,21,815.36,1
2,282,266.56,1
2,188,87.08,1
2,143,129.16,1
2,244,331.3,1
2,410,297.46,1
2,251,292.64,1
2,562,216.54,1
2,372,343.68,1
2,118,471.84,1
2,336,310.28,1
2,209,204.4,1
2,21,872.8,1
2,274,164.4,1
2,56,446.44,1
2,266,1262.92,1
2,165,386.44,1
2,522,232.0,1
2,169,259.18,1
2,365,762.64,1
2,215,496.0,1
2,208,147.12,1
2,246,344.2000000000001,1
2,118,329.32,1
2,186,158.52,1
2,462,187.36,1
2,187,733.98,1
2,71,1002.33,1
2,518,664.44,1
2,92,283.84,1
2,42,133.72,1
2,445,258.4,1
2,234,273.72,1
2,385,132.96,1
2,222,320.8,1
2,86,328.56,1
2,455,154.76,1
2,321,590.76,1
2,189,527.88,1
2,272,574.6,1
2,323,1151.82,1
2,552,562.0,1
2,359,567.56,1
2,10,531.28,1
2,81,1190.88,1
2,312,132.0,1
2,526,730.2,1
2,273,749.36,1
2,119,279.6,1
2,298,376.0,1
2,15,2755.98,1
2,392,197.96,1
2,284,390.84,1
2,418,345.18,1
2,184,423.84,1
2,100,188.44,1
2,13,140.0,1
2,304,190.88,1
2,299,637.64,1
2,187,345.68,1
2,348,532.64,1
2,27,326.2,1
2,210,709.96,1
2,460,300.98,1
2,504,193.08,1
2,154,340.36,1
2,449,220.0,1
2,558,220.08,1
2,404,297.76,1
2,236,169.08,1
2,119,364.76,1
2,329,256.0,1
2,233,1096.56,1
2,327,393.9,1
2,466,82.72,1
2,118,473.12,1
2,288,182.38,1
2,528,161.84,1
2,75,664.56,1
2,159,593.28,1
2,279,555.92,1
2,518,496.04,1
2,305,666.72,1
2,138,553.0,1
2,448,296.28,1
2,213,253.08,1
2,418,806.32,1
2,363,190.96,1
2,203,253.08,1
2,202,1125.6,1
2,432,903.52,1
2,463,151.0,1
2,77,261.64,1
2,173,194.84,1
2,35,265.21000000000004,1
2,43,369.82,1
2,47,236.98,1
2,56,296.84,1
2,329,226.02,1
2,382,134.72,1
2,60,313.68,1
2,119,153.12,1
2,369,655.16,1
2,114,150.76,1
2,519,481.2,1
2,478,240.4,1
2,246,103.08,1
2,120,412.94,1
2,250,211.72000000000003,1
2,30,712.12,1
2,29,765.84,1
2,108,130.88,1
2,329,477.2,1
2,319,120.72,1
2,111,354.4,1
2,218,624.88,1
2,263,206.88,1
2,187,268.46,1
2,530,327.52,1
2,562,249.6,1
2,423,495.9,1
2,399,637.24,1
2,304,172.4,1
2,397,310.28,1
2,260,386.28,1
2,369,310.28,1
2,484,146.14,1
2,200,347.32,1
2,436,176.4,1
2,518,162.08,1
2,235,192.0,1
2,257,218.04,1
2,140,143.08,1
2,51,258.2,1
2,43,534.0,1
2,344,279.36,1
2,194,198.04000000000002,1
2,266,113.32,1
2,355,796.12,1
2,141,833.3700000000001,1
2,286,831.32,1
2,263,287.84,1
2,76,89.44,1
2,176,229.56,1
2,36,782.16,1
2,522,850.4,1
2,282,506.08,1
2,21,997.58,1
2,338,94.88,1
2,70,372.88,1
2,116,977.4,1
2,105,279.6,1
2,175,467.86,1
2,166,379.17,1
2,179,217.28,1
2,155,219.1,1
2,426,1244.84,1
2,582,275.6,1
2,407,1055.8400000000001,1
2,512,404.56,1
2,199,216.36,1
2,232,365.84,1
2,32,314.08,1
2,61,743.88,1
2,266,148.0,1
2,305,144.2,1
2,377,414.2,1
2,553,2492.68,1
2,203,212.04,1
2,117,302.68,1
2,155,438.06,1
2,302,204.36,1
2,410,408.12,1
2,49,193.2,1
2,48,602.76,1
2,235,546.44,1
2,561,384.28,1
2,554,484.2,1
2,158,253.92,1
2,480,435.92,1
2,358,252.52,1
2,167,200.72,1
2,194,417.56,1
2,464,421.12,1
2,224,455.44999999999993,1
2,200,276.28,1
2,300,252.0,1
2,188,104.36,1
2,155,695.68,1
2,113,209.52,1
2,165,175.16,1
2,303,316.40999999999997,1
2,202,331.92,1
2,183,489.2,1
2,177,542.76,1
2,281,180.96,1
2,149,135.56,1
2,57,367.16,1
2,167,234.92,1
2,102,330.56,1
2,595,155.68,1
2,270,152.36,1
2,343,104.0,1
2,53,495.4,1
2,121,202.36,1
2,172,70.16,1
2,124,98.44,1
2,139,279.6,1
2,357,310.28,1
2,312,87.08,1
2,245,124.36,1
2,86,314.92,1
2,279,746.6,1
2,190,353.36,1
2,14,155.94,1
2,69,374.3,1
2,144,446.0,1
2,12,133.36,1
2,39,479.0,1
2,194,220.0,1
2,425,230.72,1
2,542,444.84,1
2,20,998.8499999999999,1
2,45,291.9,1
2,167,381.28,1
2,126,250.88,1
2,544,318.24,1
2,288,406.84,1
2,293,154.2,1
2,15,318.44,1
2,162,266.92,1
2,217,278.72,1
2,310,373.2,1
2,191,269.2,1
2,253,352.32,1
2,495,228.4,1
2,284,282.88,1
2,280,1019.32,1
2,29,267.9,1
2,410,289.52,1
2,235,4408.08,1
2,504,588.28,1
2,55,298.72,1
2,229,175.24,1
2,265,321.78,1
2,113,277.36,1
2,243,705.32,1
2,284,205.12,1
2,206,171.12,1
2,86,126.76,1
2,306,387.34,1
2,168,1423.7,1
2,554,1137.8,1
2,107,217.28,1
2,132,349.72,1
2,42,248.14,1
2,46,491.8,1
2,296,223.4,1
2,415,239.48,1
2,277,308.47999999999996,1
2,427,335.64,1
2,333,256.4,1
2,84,427.24,1
2,99,248.15999999999997,1
2,281,389.6,1
2,201,108.36,1
2,319,297.06,1
2,418,149.56,1
2,28,414.36,1
2,186,212.0,1
2,188,322.19,1
2,565,724.76,1
2,393,1439.64,1
2,426,304.68,1
2,427,251.16,1
2,298,216.4,1
2,286,300.68,1
2,246,256.36,1
2,134,311.96,1
2,350,427.48,1
2,100,169.52,1
2,166,169.56,1
2,232,235.86,1
2,138,281.84,1
2,189,135.38,1
2,135,194.44,1
2,244,866.56,1
2,366,695.16,1
2,519,407.6,1
2,162,1256.84,1
2,54,306.46,1
2,232,167.36,1
2,112,2141.48,1
2,135,766.5,1
2,171,393.36,1
2,286,827.68,1
2,88,252.68,1
2,338,310.28,1
2,240,103.4,1
2,559,163.44,1
2,460,221.48,1
2,229,82.72,1
2,28,589.42,1
2,214,342.6,1
2,238,1870.1399999999999,1
2,338,139.12,1
2,204,351.2,1
2,550,203.84,1
2,476,387.32,1
2,73,245.6,1
2,98,437.32,1
2,88,205.28,1
2,45,362.81000000000006,1
2,478,316.4,1
2,323,264.32,1
2,449,310.28,1
2,331,1320.92,1
2,360,293.36,1
2,279,289.08,1
2,118,432.18,1
2,461,262.84,1
2,159,239.08,1
2,69,518.3,1
2,157,1027.46,1
2,279,354.88,1
2,341,170.76,1
2,283,343.94,1
2,485,518.76,1
2,563,850.4,1
2,334,311.56,1
2,223,457.32,1
2,502,227.12,1
2,161,213.48,1
2,68,662.16,1
2,158,184.9,1
2,299,462.68,1
2,312,764.0,1
2,344,208.0,1
2,139,796.36,1
2,477,967.8,1
2,189,1252.56,1
2,211,330.08,1
2,156,410.18,1
2,232,363.52,1
2,66,171.44,1
2,321,317.32,1
2,225,154.08,1
2,216,398.16,1
2,38,203.59,1
2,165,939.2,1
2,456,129.36,1
2,130,369.04,1
2,18,141.4,1
2,155,165.8,1
2,175,1502.56,1
2,445,135.38,1
2,519,389.92,1
2,268,205.7,1
2,7,531.4899999999999,1
2,298,180.36,1
2,318,259.0,1
2,300,385.28,1
2,157,473.08,1
2,526,183.2,1
2,13,535.36,1
2,118,247.28,1
2,213,451.24,1
2,142,204.52,1
2,271,542.36,1
2,163,2429.56,1
2,167,1107.04,1
2,369,150.12,1
2,185,1145.0,1
2,260,364.66,1
2,187,513.04,1
2,474,161.62,1
2,113,544.56,1
2,160,285.84,1
2,25,265.76,1
2,187,496.95,1
2,133,485.12,1
2,266,253.44,1
2,463,252.0,1
2,132,245.28,1
2,181,288.2,1
2,353,552.14,1
2,360,1008.22,1
2,193,497.6,1
2,90,172.88,1
2,13,265.76,1
2,33,246.52,1
2,166,272.48,1
2,431,293.36,1
2,483,1125.6399999999999,1
2,132,300.56,1
2,529,1082.46,1
2,28,328.64,1
2,118,394.55999999999995,1
2,266,179.12,1
2,254,504.52,1
2,293,532.1800000000001,1
2,175,424.8,1
2,146,312.74,1
2,406,350.56,1
2,497,911.92,1
2,27,599.36,1
2,46,189.16,1
2,294,280.76,1
2,530,371.48,1
2,169,132.88,1
2,118,256.92,1
2,288,549.28,1
2,162,396.86,1
2,276,459.32,1
2,401,293.36,1
2,363,397.8,1
2,156,529.72,1
2,348,95.0,1
2,290,310.28,1
2,282,145.66,1
2,538,162.8,1
2,73,203.72,1
2,255,116.36,1
2,109,340.90000000000003,1
2,245,492.58,1
2,113,371.6,1
2,157,97.16,1
2,50,519.68,1
2,475,127.0,1
2,24,281.58,1
2,119,1621.04,1
2,582,451.59000000000003,1
2,228,172.04,1
2,546,197.88,1
2,21,540.52,1
2,248,345.86,1
2,379,76.96,1
2,191,331.92,1
2,305,266.48,1
2,186,576.04,1
2,450,277.18,1
2,8,201.72,1
2,71,275.4,1
2,63,757.36,1
2,36,318.8,1
2,537,353.76,1
2,307,149.18,1
2,280,523.6,1
2,71,473.4,1
2,224,461.8,1
2,413,284.56,1
2,389,431.12,1
2,300,295.72,1
2,223,240.0,1
2,196,550.45,1
2,475,180.0,1
2,441,491.14,1
2,292,183.88000000000002,1
2,258,170.36,1
2,168,326.48,1
2,334,789.9,1
2,321,128.9,1
2,221,515.0,1
2,484,276.12,1
2,135,565.9,1
2,482,373.2,1
2,699,384.38,1
2,66,238.4,1
2,351,128.04,1
2,274,250.36,1
2,72,519.96,1
2,310,246.52,1
2,348,804.84,1
2,242,379.36,1
2,90,515.88,1
2,23,117.72,1
2,109,222.04,1
2,170,1148.0,1
2,216,277.0,1
2,229,320.44,1
2,385,204.44,1
2,34,1063.46,1
2,189,624.48,1
2,423,408.12,1
2,222,376.24,1
2,442,140.0,1
2,189,331.92,1
2,11,288.42,1
2,273,412.32,1
2,345,391.24,1
2,240,152.04,1
2,33,772.34,1
2,294,546.1,1
2,396,483.72,1
2,159,126.04,1
2,43,209.08,1
2,504,1318.0,1
2,148,103.48,1
2,94,227.72,1
2,167,153.36,1
2,265,283.8,1
2,231,862.56,1
2,267,55.28,1
2,198,149.92,1
2,352,108.0,1
2,291,322.6,1
2,696,280.44,1
2,412,120.0,1
2,283,244.38000000000002,1
2,283,406.64,1
2,159,451.2,1
2,183,295.0,1
2,162,890.8,1
2,268,186.52,1
2,491,245.3,1
2,281,1277.16,1
2,31,305.36,1
2,49,414.44,1
2,154,1944.96,1
2,498,404.56,1
2,126,238.75,1
2,485,93.68,1
2,305,186.76,1
2,575,512.44,1
2,218,106.4,1
2,567,949.32,1
2,252,140.36,1
2,547,707.4,1
2,75,453.92,1
2,403,507.68,1
2,168,704.36,1
2,151,2456.06,1
2,323,230.52,1
2,284,380.03999999999996,1
2,222,397.64,1
2,335,130.72,1
2,302,293.36,1
2,396,187.24,1
2,589,676.92,1
2,242,217.0,1
2,147,1048.25,1
2,41,124.88,1
2,217,166.36,1
2,573,514.04,1
2,502,439.28,1
2,580,241.64,1
2,516,303.84,1
2,157,445.22,1
2,99,2073.48,1
2,512,523.92,1
2,700,326.4,1
2,125,217.28,1
2,187,672.46,1
2,162,590.92,1
2,147,287.84,1
2,282,350.92,1
2,442,501.68,1
2,504,558.4000000000001,1
2,238,730.52,1
2,504,252.36,1
2,191,304.32,1
2,249,316.4,1
2,463,130.48,1
2,85,379.08,1
2,44,423.88,1
2,444,121.4,1
2,275,472.66,1
2,281,528.48,1
2,262,525.72,1
2,93,229.28,1
2,418,688.88,1
2,125,418.68,1
2,492,838.74,1
2,222,127.0,1
2,360,198.88,1
2,417,196.38,1
2,78,592.88,1
2,283,266.56,1
2,526,237.82,1
2,47,749.28,1
2,68,516.4,1
2,242,244.44,1
2,399,151.0,1
2,52,251.6,1
2,189,286.12,1
2,102,464.16,1
2,470,216.0,1
2,574,707.02,1
2,112,220.36,1
2,35,883.0,1
2,388,330.28,1
2,46,217.36,1
2,566,103.44,1
2,313,319.24,1
2,252,190.96,1
2,123,795.64,1
2,176,359.26,1
2,211,286.12,1
2,99,1045.48,1
2,117,208.2,1
2,223,167.36,1
2,115,215.36,1
2,285,2016.6,1
2,90,305.32,1
2,258,411.36,1
2,260,141.36,1
2,274,443.72,1
2,168,371.32,1
2,20,374.52,1
2,458,248.4,1
2,180,329.32,1
2,393,234.48,1
